inchi	names	iupac_name	smiles	cid	record_ids	logBB	logBB_group	BBB+/BBB-	BBB+/BBB-_group	split
InChI=1S/C21H27NO3/c1-2-14-22-15-18(23)16-25-21-11-7-6-10-19(21)20(24)13-12-17-8-4-3-5-9-17/h3-11,18,22-23H,2,12-16H2,1H3	Propafenone	1-[2-[2-hydroxy-3-(propylamino)propoxy]phenyl]-3-phenylpropan-1-one	CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1	4932.0	R6_adenot_2004:59			BBB-	C	training
InChI=1S/C21H27NO4/c23-14-5-4-13-10-16-21(25)7-6-15(24)19-20(21,17(13)18(14)26-19)8-9-22(16)11-12-2-1-3-12/h4-5,12,15-16,19,23-25H,1-3,6-11H2/t15-,16+,19-,20-,21+/m0/s1	Nalbuphine	(4R,4aS,7S,7aR,12bS)-3-(cyclobutylmethyl)-1,2,4,5,6,7,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinoline-4a,7,9-triol	Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314	5311304.0	R6_adenot_2004:1060|R14_ghose_2012:160|R23_gupta_2019:158|R26_chico_2009:280			BBB+	C	test
InChI=1S/C21H28N2O5/c1-23(2)10-11-28-17-8-6-15(7-9-17)14-22-21(24)16-12-18(25-3)20(27-5)19(13-16)26-4/h6-9,12-13H,10-11,14H2,1-5H3,(H,22,24)	Trimethobenzamide	N-[[4-[2-(dimethylamino)ethoxy]phenyl]methyl]-3,4,5-trimethoxybenzamide	COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC	5577.0	R23_gupta_2019:256			BBB+	C	training
InChI=1S/C21H28N2OS/c1-22(18-8-2-3-9-19(18)23-12-4-5-13-23)21(24)15-16-7-6-10-20-17(16)11-14-25-20/h6-7,10-11,14,18-19H,2-5,8-9,12-13,15H2,1H3/t18-,19-/m1/s1	Pd 117302|Pd117302|(+)-2-(Benzothiophen-4-Yl)-N-Methyl-N-((1R,2R)-2-Pyrrolidin-1-Ylcyclohexyl)Acetamide	2-(1-benzothiophen-4-yl)-N-methyl-N-[(1R,2R)-2-pyrrolidin-1-ylcyclohexyl]acetamide	CN(C(=O)Cc1cccc2sccc12)[C@@H]1CCCC[C@H]1N1CCCC1	122115.0	R7_andres_2006:127|R29_subramanian_2003:123			BBB+	C	training
InChI=1S/C21H28O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4-5,12,16-19H,6-11H2,1-3H3/t16-,17+,18-,19+,20+,21+/m0/s1	Dydrogesterone	(8S,9R,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-one	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C	9051.0	R14_ghose_2012:517|R23_gupta_2019:543			BBB-	C	test
InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23H,3,5-12H2,1H3	Norgestrel|Ovrette	13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21CC	4542.0	R14_ghose_2012:730			BBB-	C	training
InChI=1S/C21H28O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23H,3,5-12H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1	Levonorgestrel|Norgestrel	(8R,9S,10R,13S,14S,17R)-13-ethyl-17-ethynyl-17-hydroxy-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC	13109.0	R23_gupta_2019:708			BBB-	C	training
InChI=1S/C21H28O2/c1-4-21(23)10-8-18-19-13(2)11-14-12-15(22)5-6-16(14)17(19)7-9-20(18,21)3/h1,13,17-19,23H,5-12H2,2-3H3	Tibolon|17-Hydroxy-7Alpha-Methyl-19-Nor-17Alpha-Pregn-5(10)-En-20-Yn-3-One	17-ethynyl-17-hydroxy-7,13-dimethyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C	5470.0	R41_toropov_2017:258|R46_mendoza_valencia_2017:110|R49_norinder_2002:148|R50_sobanska_2019:32	0.4	B	BBB+	A	training
InChI=1S/C21H28O2/c1-4-21(23)10-8-18-19-13(2)11-14-12-15(22)5-6-16(14)17(19)7-9-20(18,21)3/h1,13,17-19,23H,5-12H2,2-3H3/t13-,17-,18+,19-,20+,21+/m1/s1	Tibolone|5630-53-5	(7R,8R,9S,13S,14S,17R)-17-ethynyl-17-hydroxy-7,13-dimethyl-1,2,4,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-3-one	C#C[C@]1(O)CC[C@H]2[C@@H]3[C@H](C)CC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C	444008.0	R3_abraham_2006:289|R4_mente_2005:179|R5_guerra_2008:101|R7_andres_2006:218|R12_garg_2006:165|R21_muehlbacher_2011:307|R23_gupta_2019:976|R25_brito_sanchez_2015:112|R26_chico_2009:417|R28_li_2005:50|R39_shayanfar_2011:93|R40_vilar_2010:274|R44_bujak_2015:61|R47_radchenko_2020:241	0.4	B	BBB+	A	training
InChI=1S/C21H28O4/c1-12(22)21(25)9-7-16-15-5-4-13-10-14(23)6-8-19(13,2)18(15)17(24)11-20(16,21)3/h6,8,10,15-18,24-25H,4-5,7,9,11H2,1-3H3/t15-,16-,17-,18+,19-,20-,21-/m0/s1	Deprodone	(8S,9S,10R,11S,13S,14S,17R)-17-acetyl-11,17-dihydroxy-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	10969997.0	R6_adenot_2004:811			BBB+	C	test
InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	Prednisolone	(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	5755.0	R6_adenot_2004:893|R7_andres_2006:139|R14_ghose_2012:790|R25_brito_sanchez_2015:481|R29_subramanian_2003:134|R51_doninger_2002:115	-0.18	A	BBB+	A	test
InChI=1S/C21H28O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h5,7,9,14-16,18,22,24,26H,3-4,6,8,10-11H2,1-2H3/t14-,15-,16?,18+,19-,20-,21-/m0/s1	(8S,9S,10R,13S,14S,17R)-11,17-Dihydroxy-17-(2-Hydroxyacetyl)-10,13-Dimethyl-7,8,9,11,12,14,15,16-Octahydro-6H-Cyclopenta[A]Phenanthren-3-One	(8S,9S,10R,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-7,8,9,11,12,14,15,16-octahydro-6H-cyclopenta[a]phenanthren-3-one	C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2C(O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	11245343.0	R46_mendoza_valencia_2017:405	-0.18	A	BBB+	A	test
InChI=1S/C21H28O5/c1-20-7-6-13(24)8-12(20)2-3-14-15-4-5-16(18(26)10-22)21(15,11-23)9-17(25)19(14)20/h8,11,14-17,19,22,25H,2-7,9-10H2,1H3/t14-,15-,16+,17-,19+,20-,21+/m0/s1	Aldosterone	(8S,9S,10R,11S,13R,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10-methyl-3-oxo-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthrene-13-carbaldehyde	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12	5839.0	R6_adenot_2004:3|R28_li_2005:324			BBB-	C	training
InChI=1S/C21H28O6/c1-19-7-6-14(24)18(19)13(23)4-3-11-12-5-8-21(27,16(26)10-22)20(12,2)9-15(25)17(11)19/h6-7,11-12,15,17-18,22,25,27H,3-5,8-10H2,1-2H3/t11-,12-,15-,17+,18?,19+,20-,21-/m0/s1	Oxisopred|(1S,2R,10S,11S,14R,15S,17S)-14,17-Dihydroxy-14-(2-Hydroxyacetyl)-2,15-Dimethyltetracyclo[8.7.0.02,6.011,15]Heptadec-3-Ene-5,7-Dione	(1S,2R,10S,11S,14R,15S,17S)-14,17-dihydroxy-14-(2-hydroxyacetyl)-2,15-dimethyltetracyclo[8.7.0.02,6.011,15]heptadec-3-ene-5,7-dione	C[C@]12C=CC(=O)C1C(=O)CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	10474664.0	R6_adenot_2004:888			BBB+	C	training
InChI=1S/C21H29Cl2N3O3/c1-2-11-29-21(28)25-9-10-26(17(15-25)14-24-7-3-4-8-24)20(27)13-16-5-6-18(22)19(23)12-16/h5-6,12,17H,2-4,7-11,13-15H2,1H3/t17-/m0/s1	Gr89696_Pr|Propyl (3S)-4-[2-(3,4-Dichlorophenyl)Acetyl]-3-(Pyrrolidin-1-Ylmethyl)Piperazine-1-Carboxylate	propyl (3S)-4-[2-(3,4-dichlorophenyl)acetyl]-3-(pyrrolidin-1-ylmethyl)piperazine-1-carboxylate	CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1	44310303.0	R28_li_2005:362			BBB+	C	training
InChI=1S/C21H29FN2O2/c1-2-21(10-4-3-5-11-21)26-17-20(25)16-23-12-14-24(15-13-23)19-8-6-18(22)7-9-19/h1,6-9,20,25H,3-5,10-17H2	Fluciprazine	1-(1-ethynylcyclohexyl)oxy-3-[4-(4-fluorophenyl)piperazin-1-yl]propan-2-ol	C#CC1(OCC(O)CN2CCN(c3ccc(F)cc3)CC2)CCCCC1	216227.0	R6_adenot_2004:1158			BBB+	C	training
InChI=1S/C21H29FN2O3/c22-18-10-8-17(9-11-18)20(25)7-4-12-23-13-15-24(16-14-23)21(26)27-19-5-2-1-3-6-19/h8-11,19H,1-7,12-16H2	Fenaperone	cyclohexyl 4-[4-(4-fluorophenyl)-4-oxobutyl]piperazine-1-carboxylate	O=C(CCCN1CCN(C(=O)OC2CCCCC2)CC1)c1ccc(F)cc1	198061.0	R6_adenot_2004:1155			BBB+	C	training
InChI=1S/C21H29FO5/c1-18-7-5-13(24)9-12(18)3-4-15-14-6-8-20(27,17(26)11-23)19(14,2)10-16(25)21(15,18)22/h9,14-16,23,25,27H,3-8,10-11H2,1-2H3/t14-,15-,16-,18-,19-,20-,21-/m0/s1	Fludrocortisone	(8S,9R,10S,11S,13S,14S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one	C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F	31378.0	R6_adenot_2004:838			BBB+	C	training
InChI=1S/C21H29N3O/c1-16(2)24(17(3)4)15-13-21(20(22)25,18-10-6-5-7-11-18)19-12-8-9-14-23-19/h5-12,14,16-17H,13,15H2,1-4H3,(H2,22,25)	Disopyramide	4-[di(propan-2-yl)amino]-2-phenyl-2-pyridin-2-ylbutanamide	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	3114.0	R14_ghose_2012:507			BBB-	C	training
InChI=1S/C21H29N5O2S/c1-15-4-5-16(11-23-15)10-17-12-24-21(25-20(17)27)22-8-9-29-14-19-7-6-18(28-19)13-26(2)3/h5-7,11-12,15H,4,8-10,13-14H2,1-3H3,(H2,22,24,25,27)	5		CC1CC=C(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)C=N1		R52_liu_2001:5	-1.06	A	BBB-	A	training
InChI=1S/C21H29N5OS/c1-16-4-5-17(11-23-16)10-18-12-24-21(25-13-18)22-8-9-28-15-20-7-6-19(27-20)14-26(2)3/h4-7,11-12H,8-10,13-15H2,1-3H3,(H2,22,24,25)	8-5		Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1		R28_li_2005:168			BBB-	C	training
InChI=1S/C21H29NO/c1-21(2,3)19-14-10-9-13-18(19)20(23-16-15-22(4)5)17-11-7-6-8-12-17/h6-14,20H,15-16H2,1-5H3	Bufenadrine	2-[(2-tert-butylphenyl)-phenylmethoxy]-N,N-dimethylethanamine	CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C	21916.0	R6_adenot_2004:643			BBB+	C	training
InChI=1S/C21H29NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17,20,23H,5,16H2,1-4H3/t17-,20+/m1/s1	Betamethadol	(3S,6R)-6-(dimethylamino)-4,4-diphenylheptan-3-ol	CC[C@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	10064061.0	R6_adenot_2004:1013			BBB+	C	training
InChI=1S/C21H29NO/c1-5-20(23)21(16-17(2)22(3)4,18-12-8-6-9-13-18)19-14-10-7-11-15-19/h6-15,17,20,23H,5,16H2,1-4H3/t17-,20-/m1/s1	Alphamethadol	(3R,6R)-6-(dimethylamino)-4,4-diphenylheptan-3-ol	CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c1ccccc1	62709.0	R6_adenot_2004:1009			BBB+	C	training
InChI=1S/C21H29NO/c23-21(19-7-3-1-4-8-19,11-14-22-12-5-2-6-13-22)20-16-17-9-10-18(20)15-17/h1,3-4,7-10,17-18,20,23H,2,5-6,11-16H2	Biperiden|Biperidine	1-(2-bicyclo[2.2.1]hept-5-enyl)-1-phenyl-3-piperidin-1-ylpropan-1-ol	OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2	2381.0	R3_abraham_2006:133|R7_andres_2006:19|R14_ghose_2012:21|R21_muehlbacher_2011:40|R23_gupta_2019:24|R25_brito_sanchez_2015:161|R26_chico_2009:79|R29_subramanian_2003:17|R34_broccatelli_2012:8|R40_vilar_2010:52|R41_toropov_2017:126|R41_toropov_2017:293|R46_mendoza_valencia_2017:156|R47_radchenko_2020:113|R51_doninger_2002:163	0.85	B	BBB+	A	training
InChI=1S/C21H29NO2/c1-3-20-11-9-17-16-8-6-15(22-24)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,13,16-19,23-24H,3,5-12H2,1H3/b22-15-	Norelgestromin|E-17-Deacetylnorgestimate	(3E)-13-ethyl-17-ethynyl-3-hydroxyimino-1,2,6,7,8,9,10,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-ol	C#CC1(O)CCC2C3CCC4=C/C(=N/O)CCC4C3CCC21CC	167994307.0	R23_gupta_2019:787			BBB-	C	test
InChI=1S/C21H29NO2/c23-17-7-6-16-12-19-21(24)9-2-1-8-20(21,18(16)13-17)10-11-22(19)14-15-4-3-5-15/h6-7,13,15,19,23-24H,1-5,8-12,14H2/t19-,20+,21-/m1/s1	Butorphanol	(1S,9R,10S)-17-(cyclobutylmethyl)-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-triene-4,10-diol	Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3	5361092.0	R6_adenot_2004:1017|R14_ghose_2012:32|R23_gupta_2019:34			BBB+	C	training
InChI=1S/C21H29NS2/c1-4-5-16-23-20-13-11-19(12-14-20)21(24-17-15-22(2)3)18-9-7-6-8-10-18/h6-14,21H,4-5,15-17H2,1-3H3	Captodiame	2-[(4-butylsulfanylphenyl)-phenylmethyl]sulfanyl-N,N-dimethylethanamine	CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1	10240.0	R6_adenot_2004:1427			BBB+	C	training
InChI=1S/C21H30FN3O2/c22-18-8-6-17(7-9-18)19(26)5-4-12-24-15-10-21(11-16-24,20(23)27)25-13-2-1-3-14-25/h6-9H,1-5,10-16H2,(H2,23,27)	Pipamperone	1-[4-(4-fluorophenyl)-4-oxobutyl]-4-piperidin-1-ylpiperidine-4-carboxamide	NC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1	4830.0	R6_adenot_2004:1200|R51_doninger_2002:289			BBB+	C	training
InChI=1S/C21H30N2O8S/c1-5-28-20(26)30-17-8-7-15(13-18(17)31-21(27)29-6-2)9-11-22-19(25)16(10-12-32-4)23-14(3)24/h7-8,13,16H,5-6,9-12H2,1-4H3,(H,22,25)(H,23,24)/t16-/m0/s1	Docarpamine	[4-[2-[[(2S)-2-acetamido-4-methylsulfanylbutanoyl]amino]ethyl]-2-ethoxycarbonyloxyphenyl] ethyl carbonate	CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC	71137.0	R23_gupta_2019:533			BBB-	C	training
InChI=1S/C21H30O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h12,16-19H,4-11H2,1-3H3/t16-,17+,18-,19-,20-,21+/m0/s1	Progesterone	(8S,9S,10R,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C	5994.0	R23_gupta_2019:863|R25_brito_sanchez_2015:484|R28_li_2005:389|R46_mendoza_valencia_2017:406|R51_doninger_2002:118	-0.1	B	BBB+	A	training
InChI=1S/C21H30O2/c1-5-6-7-8-15-12-18(22)20-16-11-14(2)9-10-17(16)21(3,4)23-19(20)13-15/h11-13,16-17,22H,5-10H2,1-4H3/t16-,17-/m1/s1	Dronabinol|1 Del Tercero|Thc	(6aR,10aR)-6,6,9-trimethyl-3-pentyl-6a,7,8,10a-tetrahydrobenzo[c]chromen-1-ol	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21	16078.0	R14_ghose_2012:316|R14_ghose_2012:514|R23_gupta_2019:77|R25_brito_sanchez_2015:527|R37_chen_2011:29|R46_mendoza_valencia_2017:441|R51_doninger_2002:309	0.0	B	BBB+	A	training
InChI=1S/C21H30O2/c1-5-6-7-8-16-12-19(22)21(20(23)13-16)18-11-15(4)9-10-17(18)14(2)3/h11-13,17-18,22-23H,2,5-10H2,1,3-4H3/t17-,18+/m0/s1	Cannabidiol	2-[(1R,6R)-3-methyl-6-prop-1-en-2-ylcyclohex-2-en-1-yl]-5-pentylbenzene-1,3-diol	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	644019.0	R51_doninger_2002:171			BBB+	C	training
InChI=1S/C21H30O4/c1-12(22)21(25)18(24)11-17-15-5-4-13-10-14(23)6-8-19(13,2)16(15)7-9-20(17,21)3/h10,15-18,24-25H,4-9,11H2,1-3H3/t15-,16+,17+,18-,19+,20+,21-/m1/s1	Algestone	(8R,9S,10R,13S,14S,16R,17S)-17-acetyl-16,17-dihydroxy-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	CC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C	11687.0	R6_adenot_2004:765			BBB+	C	training
InChI=1S/C21H30O4/c1-19-8-5-14(23)11-13(19)3-4-15-16(19)6-9-20(2)17(15)7-10-21(20,25)18(24)12-22/h11,15-17,22,25H,3-10,12H2,1-2H3/t15-,16+,17+,19+,20+,21+/m1/s1	Cortodoxone Cortifen|Cortodoxone	(8R,9S,10R,13S,14S,17R)-17-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	440707.0	R6_adenot_2004:809			BBB+	C	training
InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17+,19+,20-,21-/m0/s1	Epicorticosterone	(8S,9S,10R,11R,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	C[C@]12C[C@@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	256277.0	R46_mendoza_valencia_2017:416	-0.5	A	BBB+	A	training
InChI=1S/C21H30O4/c1-20-8-7-13(23)9-12(20)3-4-14-15-5-6-16(18(25)11-22)21(15,2)10-17(24)19(14)20/h9,14-17,19,22,24H,3-8,10-11H2,1-2H3/t14-,15-,16+,17-,19+,20-,21-/m0/s1	Corticosterone	(8S,9S,10R,11S,13S,14S,17S)-11-hydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one	C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO	5753.0	R7_andres_2006:42|R25_brito_sanchez_2015:496|R28_li_2005:337|R29_subramanian_2003:43|R51_doninger_2002:30	-0.5	A	BBB+	A	training
InChI=1S/C21H30O4S/c1-19-7-5-13(22)9-12(19)3-4-14-15-6-8-21(25,17(24)11-26)20(15,2)10-16(23)18(14)19/h9,14-16,18,23,25-26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	Tixocortol	(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-17-(2-sulfanylacetyl)-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CS	162955.0	R6_adenot_2004:911			BBB+	C	training
InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15+,16+,18-,19+,20+,21+/m1/s1		(8R,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	C[C@]12CCC(=O)C=C1CC[C@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	12304010.0	R46_mendoza_valencia_2017:363	-0.22	A	BBB+	A	training
InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1	Hydrocortisone|Cortisol	(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one	C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO	5754.0	R6_adenot_2004:34|R6_adenot_2004:798|R7_andres_2006:199|R14_ghose_2012:610|R25_brito_sanchez_2015:433|R28_li_2005:338|R29_subramanian_2003:75|R51_doninger_2002:67	-0.22	A	BBB+	A	training
InChI=1S/C21H31Cl2N3O/c1-2-20(27)24-17-8-6-16(7-9-17)10-11-25-12-14-26(15-13-25)19-5-3-4-18(22)21(19)23/h3-5,16-17H,2,6-15H2,1H3,(H,24,27)	Piperazinederivatives 7|N-[4-[2-[4-(2,3-Dichlorophenyl)Piperazin-1-Yl]Ethyl]Cyclohexyl]Propanamide	N-[4-[2-[4-(2,3-dichlorophenyl)piperazin-1-yl]ethyl]cyclohexyl]propanamide	CCC(=O)NC1CCC(CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1	70696192.0	R47_radchenko_2020:319	0.9	A	BBB+	A	training
InChI=1S/C21H31N3O5/c22-13-5-4-9-16(19(25)24-14-6-10-18(24)21(28)29)23-17(20(26)27)12-11-15-7-2-1-3-8-15/h1-3,7-8,16-18,23H,4-6,9-14,22H2,(H,26,27)(H,28,29)/t16-,17-,18-/m0/s1	Lisinopril	(2S)-1-[(2S)-6-amino-2-[[(1S)-1-carboxy-3-phenylpropyl]amino]hexanoyl]pyrrolidine-2-carboxylic acid	NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O	5362119.0	R14_ghose_2012:658			BBB-	C	training
InChI=1S/C21H31N5O/c27-19(21-13-16-10-17(14-21)12-18(11-16)15-21)22-4-5-25-6-8-26(9-7-25)20-23-2-1-3-24-20/h1-3,16-18H,4-15H2,(H,22,27)	Adatanserin	N-[2-(4-pyrimidin-2-ylpiperazin-1-yl)ethyl]adamantane-1-carboxamide	O=C(NCCN1CCN(c2ncccn2)CC1)C12CC3CC(CC(C3)C1)C2	130918.0	R6_adenot_2004:1526			BBB+	C	training
InChI=1S/C21H31N5O2/c27-18-16-21(6-1-2-7-21)17-19(28)26(18)11-4-3-10-24-12-14-25(15-13-24)20-22-8-5-9-23-20/h5,8-9H,1-4,6-7,10-17H2	Buspirone	8-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-8-azaspiro[4.5]decane-7,9-dione	O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1	2477.0	R5_guerra_2008:19|R6_adenot_2004:1425|R12_garg_2006:49|R14_ghose_2012:28|R21_muehlbacher_2011:44|R23_gupta_2019:31|R25_brito_sanchez_2015:172|R26_chico_2009:89|R34_broccatelli_2012:11|R37_chen_2011:15|R39_shayanfar_2011:22|R40_vilar_2010:65|R47_radchenko_2020:264|R50_sobanska_2019:35	0.45	B1	BBB+	A	training
