inchi_parent,record_id,smiles_resolved,cid,iupac_name,names_resolved,logBB_resolved,logBB_resolution_comment,BBB+/BBB-_resolved,BBB+/BBB-_resolution_comment
"InChI=1S/C19H23N4O6PS/c1-13(23(12-24)11-16-10-21-14(2)22-18(16)20)17(8-9-29-30(26,27)28)31-19(25)15-6-4-3-5-7-15/h3-7,10,12H,8-9,11H2,1-2H3,(H2,20,21,22)(H2,26,27,28)/b17-13-",R6_adenot_2004:386,C/C(=C(\CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,3032771.0,S-[(Z)-2-[(4-amino-2-methylpyrimidin-5-yl)methyl-formylamino]-5-phosphonooxypent-2-en-3-yl] benzenecarbothioate,Benfotiamine|S-Benzoylthiamine O-Monophosphate,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23N5O3/c1-10-11(5-6-13-16(10)18(20)24-19(21)23-13)9-22-12-7-14(25-2)17(27-4)15(8-12)26-3/h5-8,22H,9H2,1-4H3,(H4,20,21,23,24)",R6_adenot_2004:667|R23_gupta_2019:1005|R28_li_2005:227,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,5583.0,"5-methyl-6-[(3,4,5-trimethoxyanilino)methyl]quinazoline-2,4-diamine",Trimetrexate,,No LogBB values,BBB-,BBB+/BBB- group D
"InChI=1S/C19H23N5O3S/c25-18-16-6-1-2-7-17(16)28(26,27)24(18)11-4-3-10-22-12-14-23(15-13-22)19-20-8-5-9-21-19/h1-2,5-9H,3-4,10-15H2",R6_adenot_2004:1479,O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1,56971.0,"1,1-dioxo-2-[4-(4-pyrimidin-2-ylpiperazin-1-yl)butyl]-1,2-benzothiazol-3-one",Ipsapirone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,11-12,21,23H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/t11?,12-/m0/s1",R23_gupta_2019:972,Nc1nc2c(c(=O)[nH]1)NC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)CN2,135444742.0,"(2S)-2-[[4-[(2-amino-4-oxo-5,6,7,8-tetrahydro-3H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid",Tetrahydrofolic Acid,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H23NO/c1-20-14-12-18(13-15-20)21-19(16-8-4-2-5-9-16)17-10-6-3-7-11-17/h2-11,18-19H,12-15H2,1H3",R14_ghose_2012:282|R23_gupta_2019:69,CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3103.0,4-benzhydryloxy-1-methylpiperidine,Diphenylpyraline,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23NO2/c1-20-10-9-15-11-18(21-2)19(22-3)12-16(15)17(13-20)14-7-5-4-6-8-14/h4-8,11-12,17H,9-10,13H2,1-3H3",R6_adenot_2004:755,COc1cc2c(cc1OC)C(c1ccccc1)CN(C)CC2,5024.0,"7,8-dimethoxy-3-methyl-5-phenyl-1,2,4,5-tetrahydro-3-benzazepine",Trimopam,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23NO2S/c1-20(2)12-6-11-19(21)15-7-4-5-8-17(15)23-18-10-9-14(22-3)13-16(18)19/h4-5,7-10,13,21H,6,11-12H2,1-3H3",R6_adenot_2004:1177,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,71195.0,9-[3-(dimethylamino)propyl]-2-methoxythioxanthen-9-ol,Meprotixol,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23NO3/c1-2-21-16-10-6-7-11-17(16)23-19(15-8-4-3-5-9-15)18-14-20-12-13-22-18/h3-11,18-20H,2,12-14H2,1H3/t18-,19-/m1/s1",R6_adenot_2004:604|R14_ghose_2012:220|R23_gupta_2019:216|R34_broccatelli_2012:77|R37_chen_2011:81,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,127151.0,(2R)-2-[(R)-(2-ethoxyphenoxy)-phenylmethyl]morpholine,Reboxetine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H23NO5/c1-24-9-8-20-7-6-18-15-11-2-3-12(21)16(15)25-17(18)13(22)4-5-19(18,23)14(20)10-11/h2-3,14,17,21,23H,4-10H2,1H3/t14-,17+,18+,19-/m1/s1",R6_adenot_2004:1087,COCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,5491906.0,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-(2-methoxyethyl)-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one",Semorphone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24ClNO/c1-15(14-21(3)4)22-19(2,16-8-6-5-7-9-16)17-10-12-18(20)13-11-17/h5-13,15H,14H2,1-4H3",R6_adenot_2004:93,CC(CN(C)C)OC(C)(c1ccccc1)c1ccc(Cl)cc1,3045406.0,"2-[1-(4-chlorophenyl)-1-phenylethoxy]-N,N-dimethylpropan-1-amine",Mecloxamine,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24N2/c1-19(13-8-14-20-2)15-21(16-9-4-3-5-10-16)18-12-7-6-11-17(18)19/h3-7,9-12,20H,8,13-15H2,1-2H3",R6_adenot_2004:519,CNCCCC1(C)CN(c2ccccc2)c2ccccc21,31707.0,N-methyl-3-(3-methyl-1-phenyl-2H-indol-3-yl)propan-1-amine,Daledalin,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2/c1-19(2)15-9-4-6-11-17(15)21(14-8-13-20-3)18-12-7-5-10-16(18)19/h4-7,9-12,20H,8,13-14H2,1-3H3",R6_adenot_2004:579,CNCCCN1c2ccccc2C(C)(C)c2ccccc21,145765.0,"3-(9,9-dimethylacridin-10-yl)-N-methylpropan-1-amine",Monometacrine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2/c1-20(2)12-7-13-21-15-18-10-4-3-8-16(18)14-17-9-5-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",R6_adenot_2004:1609,CN(C)CCCN1Cc2ccccc2Cc2ccccc21,299322.0,"3-(6,11-dihydrobenzo[c][1]benzazepin-5-yl)-N,N-dimethylpropan-1-amine",Prazepine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2/c1-20(2)14-7-15-21-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)21/h3-6,8-11H,7,12-15H2,1-2H3",R3_abraham_2006:184|R4_mente_2005:189|R6_adenot_2004:1580|R7_andres_2006:201|R12_garg_2006:92|R14_ghose_2012:114|R21_muehlbacher_2011:88|R25_brito_sanchez_2015:257|R26_chico_2009:217|R28_li_2005:24|R29_subramanian_2003:79|R31_carpenter_2014:10|R34_broccatelli_2012:40|R39_shayanfar_2011:52|R40_vilar_2010:129|R41_toropov_2017:170|R42_ciura_2020:22|R44_bujak_2015:35|R46_mendoza_valencia_2017:231|R47_radchenko_2020:156|R48_hou_2003:16|R48_hou_2003:105|R48_hou_2003:113|R49_norinder_2002:8|R49_norinder_2002:129|R49_norinder_2002:138|R51_doninger_2002:232|R52_liu_2001:8,CN(C)CCCN1c2ccccc2CCc2ccccc21,3696.0,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine",Imipramine|113-52-0|8,0.83,LogBB group D,BBB+,BBB+/BBB- group A
"InChI=1S/C19H24N2O/c1-21(2,22)15-7-14-20-18-10-5-3-8-16(18)12-13-17-9-4-6-11-19(17)20/h3-6,8-11H,7,12-15H2,1-2H3",R6_adenot_2004:1581,C[N+](C)([O-])CCCN1c2ccccc2CCc2ccccc21,65589.0,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)-N,N-dimethylpropan-1-amine oxide",Imipraminoxide,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2O/c1-22-18-12-6-5-10-16(18)14-21-17-11-7-13-20-19(17)15-8-3-2-4-9-15/h2-6,8-10,12,17,19-21H,7,11,13-14H2,1H3",R25_brito_sanchez_2015:554|R40_vilar_2010:201|R46_mendoza_valencia_2017:465|R47_radchenko_2020:433,COc1ccccc1CNC1CCCNC1c1ccccc1,18435769.0,N-[(2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine,Pfizer Compound 5|Cp 100263 Dihydrochloride Hydrate,0.87,LogBB group B,BBB+,BBB+/BBB- group A
"InChI=1S/C19H24N2O/c1-22-18-12-6-5-10-16(18)14-21-17-11-7-13-20-19(17)15-8-3-2-4-9-15/h2-6,8-10,12,17,19-21H,7,11,13-14H2,1H3/t17-,19-/m0/s1",R4_mente_2005:80,COc1ccccc1CN[C@H]1CCCN[C@H]1c1ccccc1,5311057.0,"(2S,3S)-N-[(2-methoxyphenyl)methyl]-2-phenylpiperidin-3-amine","145148-39-6|(2S,3S)-3-(2-Methoxybenzylamino)-2-Phenylpiperidine",0.87,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H24N2O/c22-19-16-6-2-4-14-3-1-5-15(18(14)16)11-21(19)17-12-20-9-7-13(17)8-10-20/h2,4,6,13,15,17H,1,3,5,7-12H2/t15-,17-/m1/s1",R14_ghose_2012:317|R23_gupta_2019:182,O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,6337614.0,"(3aS)-2-[(3S)-1-azabicyclo[2.2.2]octan-3-yl]-3a,4,5,6-tetrahydro-3H-benzo[de]isoquinolin-1-one",Palonosetron,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2O2/c22-18-13-20(19(23)15-7-2-1-3-8-15)12-17-16-9-5-4-6-14(16)10-11-21(17)18/h4-6,9,15,17H,1-3,7-8,10-13H2",R23_gupta_2019:857|R28_li_2005:224,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,4891.0,"2-(cyclohexanecarbonyl)-3,6,7,11b-tetrahydro-1H-pyrazino[2,1-a]isoquinolin-4-one",Praziquantel,,No LogBB values,,No BBB class assigned
"InChI=1S/C19H24N2O3/c1-13(7-8-14-5-3-2-4-6-14)21-12-18(23)15-9-10-17(22)16(11-15)19(20)24/h2-6,9-11,13,18,21-23H,7-8,12H2,1H3,(H2,20,24)",R7_andres_2006:90|R23_gupta_2019:694|R29_subramanian_2003:84|R34_broccatelli_2012:126|R51_doninger_2002:76,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,3869.0,2-hydroxy-5-[1-hydroxy-2-(4-phenylbutan-2-ylamino)ethyl]benzamide,Labetalol,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24N2O4/c1-13(9-14-3-6-16(25-2)7-4-14)20-11-19(24)15-5-8-18(23)17(10-15)21-12-22/h3-8,10,12-13,19-20,23-24H,9,11H2,1-2H3,(H,21,22)",R14_ghose_2012:577|R23_gupta_2019:611,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,3410.0,N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide,Formoterol,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24N2O4/c1-14-4-2-3-5-18(14)25-13-16(22)12-21-10-11-24-17-8-6-15(7-9-17)19(20)23/h2-9,16,21-22H,10-13H2,1H3,(H2,20,23)",R7_andres_2006:175|R29_subramanian_2003:170,Cc1ccccc1OCC(O)CNCCOc1ccc(C(N)=O)cc1,37910.0,4-[2-[[2-hydroxy-3-(2-methylphenoxy)propyl]amino]ethoxy]benzamide,Tolamolol,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24N2O7S/c1-9(2)8-11(28-18(26)10-6-5-7-27-10)14(22)20-12-15(23)21-13(17(24)25)19(3,4)29-16(12)21/h5-7,9,11-13,16H,8H2,1-4H3,(H,20,22)(H,24,25)/t11-,12-,13+,16-/m1/s1",R6_adenot_2004:232,CC(C)C[C@@H](OC(=O)c1ccco1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,9979762.0,"(2S,5R,6R)-6-[[(2R)-2-(furan-2-carbonyloxy)-4-methylpentanoyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",Furbucillin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24N2OS/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3/t14-/m1/s1",R6_adenot_2004:1585|R14_ghose_2012:122|R23_gupta_2019:146|R51_doninger_2002:252,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,72287.0,"(2R)-3-(2-methoxyphenothiazin-10-yl)-N,N,2-trimethylpropan-1-amine",Levomepromazine|Methotrimeprazine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2S/c1-4-20(5-2)15(3)14-21-16-10-6-8-12-18(16)22-19-13-9-7-11-17(19)21/h6-13,15H,4-5,14H2,1-3H3",R6_adenot_2004:1611|R14_ghose_2012:87|R23_gupta_2019:284,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,3290.0,"N,N-diethyl-1-phenothiazin-10-ylpropan-2-amine",Profenamine|Ethopropazine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N2S2/c1-14(12-20(2)3)13-21-16-7-5-6-8-18(16)23-19-10-9-15(22-4)11-17(19)21/h5-11,14H,12-13H2,1-4H3",R6_adenot_2004:1586|R6_adenot_2004:1589,CSc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,26430.0,"N,N,2-trimethyl-3-(2-methylsulfanylphenothiazin-10-yl)propan-1-amine",Levometiomeprazine|Methiomeprazine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H24N6O5S2/c1-25(5-3-4-6-25)7-10-8-31-17-13(16(27)24(17)14(10)18(28)29)22-15(26)12(23-30-2)11-9-32-19(20)21-11/h9,13,17H,3-8H2,1-2H3,(H3-,20,21,22,26,28,29)/b23-12-/t13-,17-/m1/s1",R6_adenot_2004:170,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,5464190.0,"(6R,7R)-7-[[(2E)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(1-methylpyrrolidin-1-ium-1-yl)methyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylate","Cefepime|Cefepime, E-",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H24O3/c1-18-9-7-13(20)11-12(18)3-4-14-15(18)8-10-19(2)16(14)5-6-17(21)22-19/h7,9,11,14-16H,3-6,8,10H2,1-2H3/t14-,15+,16+,18+,19+/m1/s1",R14_ghose_2012:885|R23_gupta_2019:969|R51_doninger_2002:131,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)OC(=O)CC[C@@H]12,13769.0,"(4aS,4bR,10aR,10bS,12aS)-10a,12a-dimethyl-4,4a,4b,5,6,10b,11,12-octahydro-3H-naphtho[2,1-f]chromene-2,8-dione",Testolactone,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25Cl2N3O2/c1-14(25)23-8-9-24(16(13-23)12-22-6-2-3-7-22)19(26)11-15-4-5-17(20)18(21)10-15/h4-5,10,16H,2-3,6-9,11-13H2,1H3/t16-/m0/s1",R28_li_2005:358,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1,44310710.0,"1-[(2S)-4-acetyl-2-(pyrrolidin-1-ylmethyl)piperazin-1-yl]-2-(3,4-dichlorophenyl)ethanone","Gr85571|1-[(2S)-4-Acetyl-2-(Pyrrolidin-1-Ylmethyl)Piperazin-1-Yl]-2-(3,4-Dichlorophenyl)Ethanone",,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25Cl2N3O3/c1-13(25)23-6-7-24(15(11-23)10-22-5-4-16(26)12-22)19(27)9-14-2-3-17(20)18(21)8-14/h2-3,8,15-16,26H,4-7,9-12H2,1H3",R28_li_2005:364,CC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCC(O)C2)C1,131626.0,"1-[4-acetyl-2-[(3-hydroxypyrrolidin-1-yl)methyl]piperazin-1-yl]-2-(3,4-dichlorophenyl)ethanone","Gr94839|4-Acetyl-1-((3,4-Dichlorophenyl)Acetyl)-2-((3-Hydroxy-1-Pyrrolidinyl)Methyl)Piperazine",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25Cl2N3O3/c1-27-19(26)23-8-9-24(15(13-23)12-22-6-2-3-7-22)18(25)11-14-4-5-16(20)17(21)10-14/h4-5,10,15H,2-3,6-9,11-13H2,1H3",R28_li_2005:360,COC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,3505.0,"methyl 4-[2-(3,4-dichlorophenyl)acetyl]-3-(pyrrolidin-1-ylmethyl)piperazine-1-carboxylate","Gr89696|Methyl 4-[2-(3,4-Dichlorophenyl)Acetyl]-3-(Pyrrolidin-1-Ylmethyl)Piperazine-1-Carboxylate",,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25F2N3O3/c1-13(25)23-4-5-24(17(11-23)10-22-3-2-18(26)12-22)19(27)8-14-6-15(20)9-16(21)7-14/h6-7,9,17-18,26H,2-5,8,10-12H2,1H3/t17-,18+/m0/s1",R28_li_2005:367,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1,44310781.0,"1-[(2S)-4-acetyl-2-[[(3R)-3-hydroxypyrrolidin-1-yl]methyl]piperazin-1-yl]-2-(3,5-difluorophenyl)ethanone","Gr94839_C|1-[(2S)-4-Acetyl-2-[[(3R)-3-Hydroxypyrrolidin-1-Yl]Methyl]Piperazin-1-Yl]-2-(3,5-Difluorophenyl)Ethanone",,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25F3N2O/c20-19(21,22)16-8-6-15(7-9-16)13-18(25)24-12-2-1-5-17(24)14-23-10-3-4-11-23/h6-9,17H,1-5,10-14H2/t17-/m0/s1",R28_li_2005:329,O=C(Cc1ccc(C(F)(F)F)cc1)N1CCCC[C@H]1CN1CCCC1,9865223.0,1-[(2S)-2-(pyrrolidin-1-ylmethyl)piperidin-1-yl]-2-[4-(trifluoromethyl)phenyl]ethanone,Brl52656|1-(2-Pyrrolidin-1-Ylmethyl-Piperidin-1-Yl)-2-(4-Trifluoromethyl-Phenyl)-Ethanone,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25N3O/c1-17-7-2-3-8-18(17)22-14-12-21(13-15-22)11-6-16-23-19-9-4-5-10-20-19/h2-5,7-10H,6,11-16H2,1H3",R6_adenot_2004:1387,Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,68710.0,1-(2-methylphenyl)-4-(3-pyridin-2-yloxypropyl)piperazine,Toprilidine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25N3S/c1-20(2)13-15(21(3)4)14-22-16-9-5-7-11-18(16)23-19-12-8-6-10-17(19)22/h5-12,15H,13-14H2,1-4H3",R6_adenot_2004:1541,CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,19392.0,"1-N,1-N,2-N,2-N-tetramethyl-3-phenothiazin-10-ylpropane-1,2-diamine",Aminopromazine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25N5O4/c1-26-15-10-12-13(11-16(15)27-2)21-19(22-17(12)20)24-7-5-23(6-8-24)18(25)14-4-3-9-28-14/h10-11,14H,3-9H2,1-2H3,(H2,20,21,22)",R14_ghose_2012:883|R23_gupta_2019:965,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,5401.0,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(oxolan-2-yl)methanone",Terazosin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25NO/c1-2-10-20-11-9-19-8-4-3-5-16(19)18(20)12-14-6-7-15(21)13-17(14)19/h2,6-7,13,16,18,21H,1,3-5,8-12H2/t16-,18+,19+/m0/s1",R6_adenot_2004:1047|R14_ghose_2012:119|R23_gupta_2019:121|R28_li_2005:378,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,5359371.0,"(1R,9R,10R)-17-prop-2-enyl-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",Levallorphan,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25NO/c1-2-3-6-15-18(20)19(21,16-11-7-4-8-12-16)17-13-9-5-10-14-17/h4-5,7-14,18,21H,2-3,6,15,20H2,1H3",R6_adenot_2004:1291,CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,219120.0,"2-amino-1,1-diphenylheptan-1-ol",Hexapradol,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25NO/c1-3-8-20(9-4-2)17-10-14-6-5-7-15-12-18(21)13-16(11-17)19(14)15/h5-7,12-13,17,21H,3-4,8-11H2,1-2H3",R6_adenot_2004:1110,CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,60574.0,"5-(dipropylamino)-5,6-dihydro-4H-phenalen-2-ol",Alentemol,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25NO2/c1-14(8-9-16-6-4-3-5-7-16)20-15(2)19(22)17-10-12-18(21)13-11-17/h3-7,10-15,19-22H,8-9H2,1-2H3",R14_ghose_2012:732|R51_doninger_2002:100,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,4567.0,4-[1-hydroxy-2-(4-phenylbutan-2-ylamino)propyl]phenol,Nylidrin,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25NO2/c21-15-4-3-14-9-18-16-5-8-22-12-19(16,17(14)10-15)6-7-20(18)11-13-1-2-13/h3-4,10,13,16,18,21H,1-2,5-9,11-12H2/t16-,18+,19-/m0/s1",R6_adenot_2004:1081,Oc1ccc2c(c1)[C@]13CCN(CC4CC4)[C@H](C2)[C@@H]1CCOC3,5361874.0,"(1S,9R,10R)-17-(cyclopropylmethyl)-13-oxa-17-azatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",Proxorphan,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25NO3/c21-16-2-1-12(8-17(16)22)3-4-20-18(23)19-9-13-5-14(10-19)7-15(6-13)11-19/h1-2,8,13-15,21-22H,3-7,9-11H2,(H,20,23)",R6_adenot_2004:648,O=C(NCCc1ccc(O)c(O)c1)C12CC3CC(CC(C3)C1)C2,38361.0,"N-[2-(3,4-dihydroxyphenyl)ethyl]adamantane-1-carboxamide",Dopamantine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H25NO3/c21-18(20-12-15-8-4-5-9-16(15)13-20)11-17(19(22)23)10-14-6-2-1-3-7-14/h1-3,6-7,15-17H,4-5,8-13H2,(H,22,23)/t15-,16+,17-/m0/s1",R23_gupta_2019:754,O=C(O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1,121891.0,"(2S)-4-[(3aS,7aR)-1,3,3a,4,5,6,7,7a-octahydroisoindol-2-yl]-2-benzyl-4-oxobutanoic acid",Mitiglinide,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H25NOS/c1-2-11-20(12-10-17-6-4-13-22-17)16-8-9-18-15(14-16)5-3-7-19(18)21/h3-7,13,16,21H,2,8-12,14H2,1H3/t16-/m0/s1",R23_gupta_2019:223,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,59227.0,"(6S)-6-[propyl(2-thiophen-2-ylethyl)amino]-5,6,7,8-tetrahydronaphthalen-1-ol",Rotigotine,,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H26Cl2N2O/c1-22(19(24)13-14-8-9-15(20)16(21)12-14)17-6-2-3-7-18(17)23-10-4-5-11-23/h8-9,12,17-18H,2-7,10-11,13H2,1H3/t17-,18-/m1/s1",R7_andres_2006:180|R28_li_2005:415|R29_subramanian_2003:175,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H]1CCCC[C@H]1N1CCCC1,3036289.0,"2-(3,4-dichlorophenyl)-N-methyl-N-[(1R,2R)-2-pyrrolidin-1-ylcyclohexyl]acetamide","U-50488|U50488|U50,488|Trans-3,4-Dichloro-N-Methyl-N-[2-(1-Pyrrolidinyl)Cyclohexyl]-Benzeneacetamide",,No LogBB values,BBB+,BBB+/BBB- group C
"InChI=1S/C19H26I3N3O9/c1-8(29)25(4-11(32)7-28)17-15(21)12(18(33)23-2-9(30)5-26)14(20)13(16(17)22)19(34)24-3-10(31)6-27/h9-11,26-28,30-32H,2-7H2,1H3,(H,23,33)(H,24,34)",R14_ghose_2012:624,CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,3730.0,"5-[acetyl(2,3-dihydroxypropyl)amino]-1-N,3-N-bis(2,3-dihydroxypropyl)-2,4,6-triiodobenzene-1,3-dicarboxamide",Iohexol,,No LogBB values,BBB-,BBB+/BBB- group C
"InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3",R46_mendoza_valencia_2017:307,CCCN1CC(CSC)CC2c3cccc4[nH]cc(c34)CC21,4745.0,"9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",8-[(Methylsulfanyl)Methyl]-6-Propylergoline,0.3,LogBB group A,BBB+,BBB+/BBB- group A
"InChI=1S/C19H26N2S/c1-3-7-21-11-13(12-22-2)8-16-15-5-4-6-17-19(15)14(10-20-17)9-18(16)21/h4-6,10,13,16,18,20H,3,7-9,11-12H2,1-2H3/t13-,16-,18-/m1/s1",R5_guerra_2008:81|R6_adenot_2004:993|R12_garg_2006:132|R14_ghose_2012:187|R21_muehlbacher_2011:248|R23_gupta_2019:188|R25_brito_sanchez_2015:351|R26_chico_2009:305|R37_chen_2011:70|R39_shayanfar_2011:72|R40_vilar_2010:181|R47_radchenko_2020:282|R50_sobanska_2019:28|R51_doninger_2002:276,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,47811.0,"(6aR,9R,10aR)-9-(methylsulfanylmethyl)-7-propyl-6,6a,8,9,10,10a-hexahydro-4H-indolo[4,3-fg]quinoline",Pergolide,0.3,LogBB group B,BBB+,BBB+/BBB- group A
