drugbank_id,chembl_id,name,groups,BBB_class,bbb_prob
DB07486,CHEMBL478464,"3-({4-[(1E)-3-morpholin-4-yl-3-oxoprop-1-en-1-yl]-2,3-bis(trifluoromethyl)phenyl}sulfanyl)aniline",['experimental'],+,0.9926
DB07487,,"(6-METHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL)METHYLPHOSPHINATE",['experimental'],+,0.9818
DB07488,CHEMBL563377,"{4-Amino-2-[(4-methoxyphenyl)amino]-1,3-thiazol-5-yl}(4-methoxyphenyl)methanone",['experimental'],+,0.7424
DB07489,,"4-Amino-2-[(3-chlorophenyl)amino]-5-(4-fluorobenzoyl)-1,3-thiazol-3-ium",['experimental'],+,0.9333
DB07490,,"2-[1-(4-CHLORO-PHENYL)-ETHYL]-4,6-DINITRO-PHENOL",['experimental'],+,0.5872
DB07491,,"5-amino-2,4,6-tribromobenzene-1,3-dicarboxylic acid",['experimental'],+,0.8285
DB07492,,Bromamphenicol,['experimental'],+,0.9204
DB07493,CHEMBL1231469,5-Bromoindirubin,['experimental'],+,0.8808
DB07494,,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",['experimental'],+,0.9935
DB07495,CHEMBL365617,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)-1H-PYRAZOLE-3-CARBOXAMIDE",['experimental'],-,0.5683
DB07496,CHEMBL354676,"1,3-diphenylurea",['experimental'],+,0.9834
DB07497,,"5-(hexahydro-2-oxo-1H-thieno[3,4-D]imidazol-6-yl)pentanal",['experimental'],+,0.9876
DB07498,,"4-[3-(3-NITROPHENYL)-1,2,4-OXADIAZOL-5-YL]BUTANOIC ACID",['experimental'],+,0.7865
DB07499,,"N-(4-{[amino(imino)methyl]amino}butyl)-2,4'-bi-1,3-thiazole-4-carboxamide",['experimental'],+,0.8731
DB07500,,(2E)-1-[2-hydroxy-4-methoxy-5-(3-methylbut-2-en-1-yl)phenyl]-3-(4-hydroxyphenyl)prop-2-en-1-one,['experimental'],-,0.6568
DB07501,,(2S)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,['experimental'],-,0.5576
DB07502,CHEMBL361078,"4-bromo-6-(6-hydroxy-1,2-benzisoxazol-3-yl)benzene-1,3-diol",['experimental'],+,0.915
DB07503,CHEMBL1231533,"(5E)-5-[(2,2-DIFLUORO-1,3-BENZODIOXOL-5-YL)METHYLENE]-1,3-THIAZOLIDINE-2,4-DIONE",['experimental'],+,0.9272
DB07504,,(2R)-1-{4-[(4-Anilino-5-bromo-2-pyrimidinyl)amino]phenoxy}-3-(dimethylamino)-2-propanol,['experimental'],-,0.5576
DB07505,,"N-({(3R,4R)-4-[(benzyloxy)methyl]pyrrolidin-3-yl}methyl)-N-(2-methylpropyl)benzenesulfonamide",['experimental'],+,0.8892
DB07506,CHEMBL259621,L-BENZYLSUCCINIC ACID,['experimental'],+,0.8506
DB07507,CHEMBL1231545,"2-(4-hydroxybiphenyl-3-yl)-4-methyl-1H-isoindole-1,3(2H)-dione",['experimental'],+,0.9799
DB07508,CHEMBL46780,4-(5-BENZENESULFONYLAMINO-1-METHYL-1H-BENZOIMIDAZOL-2-YLMETHYL)-BENZAMIDINE,['experimental'],+,0.8679
DB07509,,difluoro(5-{2-[(5-octyl-1H-pyrrol-2-yl-kappaN)methylidene]-2H-pyrrol-5-yl-kappaN}pentanoato)boron,['experimental'],+,0.8669
DB07510,,"3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid",['experimental'],+,0.8502
DB07511,CHEMBL1231557,"4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile",['experimental'],+,0.9971
DB07512,CHEMBL239508,7-[(3-CHLOROBENZYL)OXY]-2-OXO-2H-CHROMENE-4-CARBALDEHYDE,['experimental'],+,0.9671
DB07513,CHEMBL239507,7-[(3-CHLOROBENZYL)OXY]-4-[(METHYLAMINO)METHYL]-2H-CHROMEN-2-ONE,['experimental'],+,0.9224
DB07514,CHEMBL493986,"3-(2-aminoquinazolin-6-yl)-1-(3,3-dimethylindolin-6-yl)-4-methylpyridin-2(1H)-one",['experimental'],+,0.9401
DB07515,,"1-(2-{[(6-amino-2-methylpyridin-3-yl)methyl]amino}ethyl)-6-chloro-3-[(2,2-difluoro-2-pyridin-2-ylethyl)amino]-1,4-dihydropyrazin-2-ol",['experimental'],-,0.8041
DB07516,,"(2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid",['experimental'],+,0.7917
DB07517,CHEMBL1231562,3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC,['experimental'],+,0.9125
DB07518,,(2R)-2-ETHYL-1-HEXANESULFONIC ACID,['experimental'],+,0.9527
DB07519,CHEMBL239857,"(6R)-2-amino-6-[2-(3'-methoxybiphenyl-3-yl)ethyl]-3,6-dimethyl-5,6-dihydropyrimidin-4(3H)-one",['experimental'],+,0.9662
DB07520,,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(MORPHOLIN-4-YLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",['experimental'],+,0.7676
DB07521,,"(3Z,6S)-6-Chloro-1-(2-{[(5-chloro-1-benzothiophen-3-yl)methyl]amino}ethyl)-3-({2-[(2R)-2-piperidinyl]ethyl}imino)-2-piperazinol",['experimental'],-,0.5596
DB07522,CHEMBL204086,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]NAPHTHALENE-2-SULFONAMIDE",['experimental'],+,0.7558
DB07524,CHEMBL1231605,"N-phenyl-1H-pyrrolo[2,3-b]pyridin-3-amine",['experimental'],+,0.9371
DB07525,CHEMBL1231606,"3-(3-methoxybenzyl)-1H-pyrrolo[2,3-b]pyridine",['experimental'],+,0.9951
DB07526,,N-[4-({[5-(DIMETHYLAMINO)-1-NAPHTHYL]SULFONYL}AMINO)BUTYL]-3-SULFANYLPROPANAMIDE,['experimental'],+,0.9203
DB07527,CHEMBL379692,"N-[(2R,3S)-3-AMINO-2-HYDROXY-4-PHENYLBUTYL]-4-METHOXY-2,3,6-TRIMETHYLBENZENESULFONAMIDE",['experimental'],-,0.7247
DB07528,CHEMBL504805,3-(2-aminoquinazolin-6-yl)-4-methyl-1-[3-(trifluoromethyl)phenyl]pyridin-2(1H)-one,['experimental'],+,0.9723
DB07529,,"(5E)-2-Amino-5-(2-pyridinylmethylene)-1,3-thiazol-4(5H)-one",['experimental'],+,0.837
DB07530,,"(1R,3R)-5-[(2E)-3-{(1S,3R)-2,2,3-trimethyl-3-[6,6,6-trifluoro-5-hydroxy-5-(trifluoromethyl)hex-3-yn-1-yl]cyclopentyl}prop-2-en-1-ylidene]cyclohexane-1,3-diol",['experimental'],+,0.9087
DB07531,CHEMBL232148,"4-{5-[(Z)-(2,4-DIOXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZENESULFONAMIDE",['experimental'],+,0.8235
DB07532,,N-hexanoyl-L-homoserine,['experimental'],+,0.6929
DB07533,CHEMBL233553,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]-2-Furyl}-N-Methylbenzenesulfonamide",['experimental'],-,0.6967
DB07534,CHEMBL233149,"4-{5-[(Z)-(2-Imino-4-Oxo-1,3-Thiazolidin-5-Ylidene)methyl]furan-2-Yl}benzenesulfonamide",['experimental'],-,0.5667
DB07535,CHEMBL236777,2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one,['experimental'],+,0.9837
DB07536,CHEMBL260091,"N-{(1S,2R)-2-hydroxy-1-[(hydroxyamino)carbonyl]propyl}-4-{[4-(morpholin-4-ylmethyl)phenyl]ethynyl}benzamide",['experimental'],-,0.6853
DB07537,CHEMBL487431,"N'-(6-aminopyridin-3-yl)-N-(2-cyclopentylethyl)-4-methyl-benzene-1,3-dicarboxamide",['experimental'],+,0.9546
DB07538,CHEMBL233970,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}-2-(TRIFLUOROMETHYL)BENZENESULFONAMIDE",['experimental'],-,0.6237
DB07539,CHEMBL233349,"4-{5-[(Z)-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)METHYL]FURAN-2-YL}BENZOIC ACID",['experimental'],-,0.5957
DB07540,CHEMBL231950,"4-{5-[(1Z)-1-(2-IMINO-4-OXO-1,3-THIAZOLIDIN-5-YLIDENE)ETHYL]-2-FURYL}BENZENESULFONAMIDE",['experimental'],-,0.6916
DB07541,CHEMBL1084081,4-(dihydroxyboranyl)-2-({[4-(phenylsulfonyl)thiophen-2-yl]sulfonyl}amino)benzoic acid,['experimental'],-,0.5813
DB07542,,5-Amino-6-cyclohexyl-4-hydroxy-2-isobutyl-hexanoic acid,['experimental'],-,0.5765
DB07543,,(S)-carazolol,['experimental'],+,0.6556
DB07544,CHEMBL1231666,N'-(5-CHLOROBENZOFURAN-2-CARBONYL)-2-(TRIFLUOROMETHYL)BENZENESULFONOHYDRAZIDE,['experimental'],+,0.5
DB07545,CHEMBL383899,N-{3-[(4-{[3-(TRIFLUOROMETHYL)PHENYL]AMINO}PYRIMIDIN-2-YL)AMINO]PHENYL}CYCLOPROPANECARBOXAMIDE,['experimental'],+,0.9789
DB07546,CHEMBL1231683,[1-(6-{6-[(1-methylethyl)amino]-1H-indazol-1-yl}pyrazin-2-yl)-1H-pyrrol-3-yl]acetic acid,['experimental'],+,0.8567
DB07547,,5-(4-CYANOPHENYL)-3-{[(2-METHYLPHENYL)SULFONYL]AMINO}THIOPHENE-2-CARBOXYLIC ACID,['experimental'],-,0.68
DB07548,CHEMBL141889,"2-(6-Chloro-3-{[2,2-difluoro-2-(2-pyridinyl)ethyl]amino}-2-oxo-1(2H)-pyrazinyl)-N-[(2-fluoro-6-pyridinyl)methyl]acetamide",['experimental'],+,0.8998
DB07549,,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUORO-3-METHYL-6-PYRIDINYL)METHYL]ACETAMIDE",['experimental'],+,0.7671
DB07550,CHEMBL282837,"2-(6-CHLORO-3-{[2,2-DIFLUORO-2-(1-OXIDO-2-PYRIDINYL)ETHYL]AMINO}-2-OXO-1(2H)-PYRAZINYL)-N-[(2-FLUOROPHENYL)METHYL]ACETAMIDE",['experimental'],+,0.9338
DB07551,,"(2S)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",['experimental'],+,0.7494
DB07552,,"(2R)-2-{[4-chloro-6-(ethylamino)-1,3,5-triazin-2-yl]amino}-2-methylbutanenitrile",['experimental'],+,0.7494
DB07553,CHEMBL113537,"9,9,9-TRIFLUORO-8-OXO-N-PHENYLNONANAMIDE",['experimental'],+,0.9987
DB07555,,"Hydroxy(oxo)(2-{(1S)-2,2,2-trifluoro-1-[2-(trimethylarsonio)ethoxy]ethyl}phenyl)ammonium",['experimental'],+,0.8843
DB07556,CHEMBL267178,CGS-27023,['experimental'],-,0.6718
DB07557,CHEMBL486954,"3,20-Pregnanedione",['experimental'],+,0.9901
DB07558,CHEMBL304784,acetylleucyl-leucyl-norleucinal,['experimental'],+,0.8532
DB07559,CHEMBL484780,"(2Z)-2-cyano-N-(2,2'-dichlorobiphenyl-4-yl)-3-hydroxybut-2-enamide",['experimental'],+,0.8651
DB07560,,N-[(1S)-2-methyl-1-(pyridin-4-ylcarbamoyl)propyl]cyclohexanecarboxamide,['experimental'],+,0.8606
DB07561,CHEMBL483995,(2Z)-2-cyano-N-(3'-ethoxybiphenyl-4-yl)-3-hydroxybut-2-enamide,['experimental'],-,0.5091
DB07562,CHEMBL46817,"N-[4-(2,4-DIMETHYL-THIAZOL-5-YL)-PYRIMIDIN-2-YL]-N',N'-DIMETHYL-BENZENE-1,4-DIAMINE",['experimental'],+,0.7642
DB07563,,"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",['experimental'],+,0.9538
DB07564,CHEMBL1231806,"6-amino-2-[(2-morpholin-4-ylethyl)amino]-3,7-dihydro-8H-imidazo[4,5-g]quinazolin-8-one",['experimental'],+,0.939
DB07565,CHEMBL1201281,Chloramphenicol succinate,['approved'],+,0.9097
DB07567,CHEMBL181936,"(2R,3R,4S)-3-(4-HYDROXYPHENYL)-4-METHYL-2-[4-(2-PYRROLIDIN-1-YLETHOXY)PHENYL]CHROMAN-6-OL",['experimental'],+,0.9174
DB07568,,"(2S)-2-[(2,1,3-BENZOTHIADIAZOL-4-YLSULFONYL)AMINO]-2-PHENYL-N-PYRIDIN-4-YLACETAMIDE",['experimental'],+,0.7627
DB07569,,CIS-4-METHYL-N-[(1S)-3-(METHYLSULFANYL)-1-(PYRIDIN-4-YLCARBAMOYL)PROPYL]CYCLOHEXANECARBOXAMIDE,['experimental'],+,0.8779
DB07570,CHEMBL179532,3-CYCLOHEXYL-1-(2-MORPHOLIN-4-YL-2-OXOETHYL)-2-PHENYL-1H-INDOLE-6-CARBOXYLIC ACID,['experimental'],+,0.6612
DB07571,,"N~2~-[(BENZYLOXY)CARBONYL]-N-[(1S,2S)-2-HYDROXY-1-(4-HYDROXYBENZYL)PROPYL]-L-LEUCINAMIDE",['experimental'],-,0.7835
DB07572,CHEMBL1231847,3-{[(4-methylphenyl)sulfonyl]amino}propyl pyridin-4-ylcarbamate,['experimental'],+,0.8619
DB07573,,"(2S)-1-(2,5-dimethylphenoxy)-3-morpholin-4-ylpropan-2-ol",['experimental'],+,0.951
DB07574,,"2-MERCAPTO-N-[1,2,3,10-TETRAMETHOXY-9-OXO-5,6,7,9-TETRAHYDRO-BENZO[A]HEPTALEN-7-YL]ACETAMIDE",['experimental'],+,0.521
DB07575,CHEMBL9417,"2,4-DIAMINO-1,5-DIPHENYL-3-HYDROXYPENTANE",['experimental'],+,0.5999
DB07577,CHEMBL22148,"2,4-Diamino-5-phenyl-6-ethylpyrimidine",['experimental'],+,0.9172
DB07578,,CP-94707,['experimental'],+,0.9846
DB07579,,"Bis-1,2-{[(Z)-2-carboxy-2-methyl-1,3-dioxane]-5-yloxycarbamoyl}-ethane",['experimental'],-,0.5838
DB07580,,"BIS-1,2-{[(Z)-2CARBOXY-2-METHYL-1,3-DIOXANE]-5-YLOXYCARBONYL}-PIPERAZINE",['experimental'],+,0.7517
DB07581,,5-AMINO-6-CYCLOHEXYL-4-HYDROXY-2-ISOPROPYL-HEXANOIC ACID,['experimental'],-,0.6485
DB07582,,"N-[(2R,3S)-1-((2S)-2-{[(CYCLOPENTYLAMINO)CARBONYL]AMINO}-3-METHYLBUTANOYL)-2-(1-FORMYL-1-CYCLOBUTYL)PYRROLIDINYL]CYCLOPROPANECARBOXAMIDE",['experimental'],-,0.6402
DB07583,,"(4R,2S)-5'-(4-(4-CHLOROBENZYLOXY)PYRROLIDIN-2-YLMETHANESULFONYL)ISOQUINOLINE",['experimental'],+,0.6156
DB07584,CHEMBL428963,"N-[2-(5-methyl-4H-1,2,4-triazol-3-yl)phenyl]-7H-pyrrolo[2,3-d]pyrimidin-4-amine",['experimental'],+,0.9224
DB07585,CHEMBL259833,"5-(5-chloro-7H-pyrrolo[2,3-d]pyrimidin-4-yl)-4,5,6,7-tetrahydro-1H-imidazo[4,5-c]pyridine",['experimental'],+,0.8921
DB07586,,"5-(4-METHYL-BENZOYLAMINO)-BIPHENYL-3,4'-DICARBOXYLIC ACID 3-DIMETHYLAMIDE-4'-HYDROXYAMIDE",['experimental'],+,0.7929
DB07587,,"N-(1-CYANOCYCLOPROPYL)-3-({[(2S)-5-OXOPYRROLIDIN-2-YL]METHYL}SULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-FLUOROPHENYL)ETHYL]-L-ALANINAMIDE",['experimental'],+,0.8257
DB07588,CHEMBL491841,"3,4-DI-1H-INDOL-3-YL-1H-PYRROLE-2,5-DICARBOXYLIC ACID",['experimental'],+,0.7421
DB07589,,"N-[1-(AMINOMETHYL)CYCLOPROPYL]-3-(BENZYLSULFONYL)-N~2~-[(1S)-2,2,2-TRIFLUORO-1-(4-HYDROXYPHENYL)ETHYL]-L-ALANINAMIDE",['experimental'],+,0.6886
DB07590,,"S-[3-(3,4-DICHLOROPHENYL)-3-OXOPROPYL]-L-CYSTEINE",['experimental'],+,0.5878
DB07591,CHEMBL1092824,N1-CYCLOPENTYL-N2-(THIAZOL-2-YL)OXALAMIDE,['experimental'],+,0.9622
DB07592,CHEMBL113948,(2R)-3-Methyl-1-phenyl-2-butanyl [(2S)-1-oxo-2-hexanyl]carbamate,['experimental'],+,0.9596
DB07593,CHEMBL117658,1-(PHENYLMETHYL)CYCLOPENTYL[(1S)-1-FORMYLPENTYL]CARBAMATE,['experimental'],+,0.9866
DB07594,CHEMBL399530,CCT-018159,['experimental'],+,0.6516
DB07595,,"(5Z)-5-(3-BROMOCYCLOHEXA-2,5-DIEN-1-YLIDENE)-N-(PYRIDIN-4-YLMETHYL)-1,5-DIHYDROPYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",['experimental'],+,0.9573
DB07596,CHEMBL408967,"(17beta)-17-(cyanomethyl)-2-methoxyestra-1(10),2,4-trien-3-yl sulfamate",['experimental'],+,0.939
DB07597,CHEMBL46085,"CIS-(1R,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL",['experimental'],+,0.7659
DB07598,,"2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE",['experimental'],+,0.9908
DB07599,CHEMBL227452,[(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID,['experimental'],+,0.6615
DB07601,CHEMBL404630,"4-chloro-6-{5-[(2-morpholin-4-ylethyl)amino]-1,2-benzisoxazol-3-yl}benzene-1,3-diol",['experimental'],+,0.6858
DB07602,,S-{3-[(4-ANILINOQUINAZOLIN-6-YL)AMINO]-3-OXOPROPYL}-L-CYSTEINE,['experimental'],+,0.7425
DB07603,,N-hexanoyl-L-homocysteine,['experimental'],+,0.8929
DB07604,,"(6AR,11AS,11BR)-10-ACETYL-9-HYDROXY-7,7-DIMETHYL-2,6,6A,7,11A,11B-HEXAHYDRO-11H-PYRROLO[1',2':2,3]ISOINDOLO[4,5,6-CD]INDOL-11-ONE",['experimental'],-,0.8148
DB07605,,"2-({4-[(5-CHLORO-1H-INDOL-2-YL)SULFONYL]PIPERAZIN-1-YL}CARBONYL)THIENO[3,2-B]PYRIDINE 4-OXIDE",['experimental'],+,0.7575
DB07606,CHEMBL425181,"6-(3,4-DIHYDROXYBENZYL)-3-ETHYL-1-(2,4,6-TRICHLOROPHENYL)-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4(5H)-ONE",['experimental'],+,0.7089
DB07607,,4-[5-(3-IODO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-1H-IMIDAZOL-4-YL]-PYRIDINE,['experimental'],+,0.9204
DB07608,,N-(5-{[(2S)-4-amino-2-(3-chlorophenyl)butanoyl]amino}-1H-indazol-3-yl)benzamide,['experimental'],+,0.9864
DB07609,CHEMBL360998,"N,N-DIMETHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE",['experimental'],+,0.9784
DB07610,CHEMBL204543,"1,2-Dihydroxynaphthalene",['experimental'],+,0.5569
DB07611,,DECANE-1-THIOL,['experimental'],+,0.9701
DB07612,CHEMBL278894,6-(3-AMINOPHENYL)-N-(TERT-BUTYL)-2-(TRIFLUOROMETHYL)QUINAZOLIN-4-AMINE,['experimental'],+,0.9373
DB07613,CHEMBL265720,3-phenyl-5-(1H-pyrazol-3-yl)isoxazole,['experimental'],+,0.9887
DB07614,CHEMBL261777,"PHENYL-5-(1H-PYRAZOL-3-YL)-1,3-THIAZOLE",['experimental'],+,0.9626
DB07615,CHEMBL415324,Tranilast,['investigational'],-,0.58
DB07616,CHEMBL258467,"4-{[4-(4-fluoro-3-methylphenyl)-1,3-thiazol-2-yl]amino}-2-hydroxybenzoic acid",['experimental'],+,0.538
DB07617,CHEMBL178938,N-METHYL(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,['experimental'],+,0.9858
DB07618,CHEMBL356700,"2-(4-(AMINOMETHYL)PIPERIDIN-1-YL)-N-(3_CYCLOHEXYL-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)ACETAMIDE",['experimental'],+,0.9768
DB07619,CHEMBL452587,"N-cyclopropyl-N-(trans-4-pyridin-3-ylcyclohexyl)-4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]benzamide",['experimental'],+,0.9679
DB07620,CHEMBL212218,"2-[(2,4-DICHLORO-5-METHYLPHENYL)SULFONYL]-1,3-DINITRO-5-(TRIFLUOROMETHYL)BENZENE",['experimental'],+,0.741
DB07621,CHEMBL178090,(5-(PYRIDIN-3-YL)FURAN-2-YL)METHANAMINE,['experimental'],+,0.9812
DB07622,CHEMBL325023,"1-(3-(2,4-DIMETHYLTHIAZOL-5-YL)-4-OXO-2,4-DIHYDROINDENO[1,2-C]PYRAZOL-5-YL)-3-(4-METHYLPIPERAZIN-1-YL)UREA",['experimental'],+,0.7377
DB07623,CHEMBL1232076,"4,4'-DIPYRIDYL DISULFIDE",['experimental'],+,0.9902
DB07624,CHEMBL460962,"1-{[(3R)-3-methyl-4-({4-[(1S)-2,2,2-trifluoro-1-hydroxy-1-methylethyl]phenyl}sulfonyl)piperazin-1-yl]methyl}cyclopropanecarboxamide",['experimental'],-,0.6186
DB07625,CHEMBL401365,"4-(2-aminoethoxy)-N-(2,5-diethoxyphenyl)-3,5-dimethylbenzamide",['experimental'],+,0.5853
DB07626,CHEMBL253825,"4-(2-aminoethoxy)-N-(3-chloro-2-ethoxy-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",['experimental'],+,0.9441
DB07627,,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE,['experimental'],-,0.7784
DB07628,CHEMBL1084625,"6-(2-fluorobenzyl)-2,4-dimethyl-4,6-dihydro-5H-thieno[2',3':4,5]pyrrolo[2,3-d]pyridazin-5-one",['experimental'],+,0.9763
DB07629,CHEMBL245678,"N-((1R,2S)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",['experimental'],-,0.5338
DB07630,CHEMBL391805,"N-((1R,2R)-2-(5-CHLORO-1H-INDOLE-2-CARBOXAMIDO)CYCLOHEXYL)-5-METHYL-4,5,6,7-TETRAHYDROTHIAZOLO[5,4-C]PYRIDINE-2-CARBOXAMIDE",['experimental'],-,0.5338
DB07631,CHEMBL1232088,Lauryldimethylbetaine,['experimental'],+,0.9216
DB07632,CHEMBL360356,"5-(2-chlorophenyl)-1,3,4-thiadiazole-2-sulfonamide",['experimental'],+,0.7739
DB07633,,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,['experimental'],-,0.618
DB07634,,"(2,6-Dimethylphenoxy)acetic acid",['experimental'],+,0.7725
DB07635,CHEMBL194859,"4,4'-Dihydroxybenzophenone",['experimental'],+,0.555
DB07636,,"5-Heptyl-6-hydroxy-1,3-benzothiazole-4,7-dione",['experimental'],+,0.7371
DB07637,CHEMBL1232132,Dibromotyrosine,['experimental'],-,0.765
DB07638,CHEMBL236718,"(3AS,4R,9BR)-2,2-DIFLUORO-4-(4-HYDROXYPHENYL)-1,2,3,3A,4,9B-HEXAHYDROCYCLOPENTA[C]CHROMEN-8-OL",['experimental'],+,0.9197
DB07639,,3-(7-DIAMINOMETHYL-NAPHTHALEN-2-YL)-PROPIONIC ACID ETHYL ESTER,['experimental'],+,0.8474
DB07640,CHEMBL217894,"2-decyl-5,6-dimethoxy-3-methylcyclohexa-2,5-diene-1,4-dione",['experimental'],+,0.8323
DB07641,,Decyl(dimethyl)phosphine oxide,['experimental'],+,0.9853
DB07642,CHEMBL251429,"5-{[1-(2-fluorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",['experimental'],+,0.9309
DB07643,CHEMBL1232147,"5-{[1-(2,3-dichlorobenzyl)piperidin-4-yl]methoxy}quinazoline-2,4-diamine",['experimental'],+,0.9329
DB07644,CHEMBL253976,"5-[(1S)-1-(3-chlorophenyl)ethoxy]quinazoline-2,4-diamine",['experimental'],+,0.9546
DB07645,CHEMBL1232164,Sebacic acid,['experimental'],+,0.7397
DB07646,,"UNDECYLAMINE-N,N-DIMETHYL-N-OXIDE",['experimental'],+,0.9767
DB07647,,"(2R)-1-[(5,6-DIPHENYL-7H-PYRROLO[2,3-D]PYRIMIDIN-4-YL)AMINO]PROPAN-2-OL",['experimental'],+,0.8722
DB07648,,"(2R)-3-{[(4Z)-5,6-DIPHENYL-6,7-DIHYDRO-4H-PYRROLO[2,3-D]PYRIMIDIN-4-YLIDENE]AMINO}PROPANE-1,2-DIOL",['experimental'],+,0.871
DB07649,CHEMBL1232180,"(3R,4S)-1-[(4-amino-5H-pyrrolo[3,2-d]pyrimidin-7-yl)methyl]-4-[(benzylsulfanyl)methyl]pyrrolidin-3-ol",['experimental'],+,0.8625
DB07650,,Decyl formate,['experimental'],+,0.9828
DB07651,CHEMBL196526,N-ACETYL-L-PHENYLALANYL-4-[DIFLUORO(PHOSPHONO)METHYL]-L-PHENYLALANINAMIDE,['experimental'],+,0.9231
DB07652,,"1-[2-DEOXYRIBOFURANOSYL]-2,4-DIFLUORO-5-METHYL-BENZENE-5'MONOPHOSPHATE",['experimental'],+,0.9477
DB07653,CHEMBL363302,"N-(5,6-DIPHENYLFURO[2,3-D]PYRIMIDIN-4-YL)GLYCINE",['experimental'],+,0.8634
DB07654,CHEMBL364811,"(5,6-DIPHENYL-FURO[2,3-D]PYRIMIDIN-4-YLAMINO)-ACETIC",['experimental'],+,0.9061
DB07655,CHEMBL366312,"3-AMINO-3-BENZYL-[4.3.0]BICYCLO-1,6-DIAZANONAN-2-ONE",['experimental'],+,0.8139
DB07657,,PHOSPHONIC ACID 2-DODECANOYLAMINO-HEXYL ESTER PROPYL ESTER,['experimental'],+,0.9091
DB07658,CHEMBL100109,AC-(D)Phe-pro-borolys-OH,['experimental'],-,0.7737
DB07659,,AC-(D)PHE-PRO-BOROHOMOLYS-OH,['experimental'],-,0.7737
DB07660,,AC-(D)PHE-PRO-BOROHOMOORNITHINE-OH,['experimental'],-,0.7737
DB07661,CHEMBL204394,"1,6-Naphthalenediol",['experimental'],+,0.693
DB07662,CHEMBL285063,PD-168393,['experimental'],+,0.9818
DB07663,CHEMBL264702,"2-[(1R)-1-CARBOXY-2-(4-HYDROXYPHENYL)ETHYL]-1,3-DIOXOISOINDOLINE-5-CARBOXYLIC ACID",['experimental'],+,0.9243
DB07664,CHEMBL261720,K-00546,['experimental'],+,0.8501
